	authors	date	fast_subjects	genders	owi	rank	streak	title	year	year_pub	genre	gender
37811	['John Sandford']	2007-11-04	set(['Murder', 'Arson', 'Murder--Investigation', 'Minnesota', 'Murder victims', 'Minnesota. Bureau of Criminal Apprehension'])	[{'gender': 'Male', 'viaf': '112432108', 'name': 'John Sandford'}]	103110655	6	3	DARK OF THE MOON	2007	2006	no genre	Male
37812	['James Patterson', 'Howard Roughan']	2007-11-04	set([])	[]		7	6	YOU’VE BEEN WARNED	2007	[]	needs label	NA
37813	['Iris Johansen']	2007-11-04	set(['Psychics', 'Psychic ability', 'Women physicians'])	[{'gender': 'Female', 'viaf': '41851486', 'name': 'Iris Johansen'}]	102978288	8	1	PANDORA’S DAUGHTER	2007		no genre	Female
37814	['Karen Marie Moning']	2007-11-04	set(['Fairies', 'Magicians', 'Magic', 'Americans', 'Ireland'])	[{'gender': 'Female', 'viaf': '3578725', 'name': 'Karen Marie Moning'}]	113690854	9	1	BLOODFEVER	2007	1984	no genre	Female
37815	['Richard Russo']	2007-11-04	set(['Life change events', 'Italy', 'Expatriate painters', 'Reunions', 'Fate and fatalism', 'Americans', 'City and town life', 'Middle-aged men', 'New York (State)', 'Friendship', 'Lifestyles'])	[{'gender': 'Male', 'viaf': '49329265', 'name': 'Richard Russo'}]	102497289	10	4	BRIDGE OF SIGHS	2007	2002	no genre	Male
37816	['Ann Patchett']	2007-11-04	set(['Family secrets', 'Birthmothers', 'New England', 'Bereavement', 'Adoption', 'Adopted children--Family relationships', 'Massachusetts--Boston', 'Domestic fiction'])	[{'gender': 'Female', 'viaf': '54362733', 'name': 'Ann Patchett'}]	63140216	11	4	RUN	2007	2003	no genre	Female
37817	['Stuart Woods']	2007-11-04	set(['West Indies', 'Suspense fiction', 'Barrington, Stone (Fictitious character)', 'Barker, Holly (Fictitious character)', 'Intelligence officers'])	[{'gender': 'Male', 'viaf': '108957653', 'name': 'Stuart Woods'}]	102569798	12	4	SHOOT HIM IF HE RUNS	2007	2007	no genre	Male
37818	['R. A. Salvatore']	2007-11-04	"set(['Imaginary places', ""Drizzt Do'Urden (Fictitious character)"", 'Imaginary wars and battles', 'Dwarfs', 'Forgotten realms (Imaginary place)'])"	[{'gender': 'Male', 'viaf': '112374441', 'name': 'R. A. Salvatore'}]	111493927	13	4	THE ORC KING	2007	2007	no genre	Male
37837	['ted by George R. R. Martin', 'Gardner Dozois']	2014-07-06	set(['Short stories, American', 'Short stories, English', 'American fiction', 'Rogues and vagabonds'])	[{'gender': 'Male', 'viaf': '98636170', 'name': 'ted by George R. R. Martin'}, {'gender': 'Male', 'viaf': '54311783', 'name': 'Gardner Dozois'}]	1745819434	7	1	ROGUES	2014	2014	no genre	Male
37838	['Emily Giffin']	2014-07-06	set(['Families', 'Single women', 'Self-realization', 'Texas', 'Female friendship', 'Domestic fiction', 'City and town life', 'Self-realization in women'])	[{'gender': 'Female', 'viaf': '85603931', 'name': 'Emily Giffin'}]	1404970490	8	5	THE ONE AND ONLY	2014	2014	no genre	Female
37839	['Dorothea Benton Frank']	2014-07-06	set(['Families', 'Dysfunctional families', 'Parent and adult child', 'Interpersonal relations', 'South Carolina', 'Young women'])	[{'gender': 'Female', 'viaf': '44478919', 'name': 'Dorothea Benton Frank'}]	1854051807	9	3	THE HURRICANE SISTERS	2014	2014	no genre	Female
37840	['Elin Hilderbrand']	2014-07-06	set(['Family secrets', 'Man-woman relationships', 'Mate selection', 'Middle-aged women', 'Married women', 'Adultery', 'Massachusetts--Nantucket Island', 'Mothers and daughters', 'Domestic fiction', 'Homecoming'])	[{'gender': 'Female', 'viaf': '23055148', 'name': 'Elin Hilderbrand'}]	3945738340	10	2	THE MATCHMAKER	2014	2014	no genre	Female
37843	['Jim Butcher']	2014-07-06	set(['Grail', 'Private investigators', 'Wizards', 'Dresden, Harry (Fictitious character)', 'Illinois--Chicago'])	[{'gender': 'Male', 'viaf': '32309016', 'name': 'Jim Butcher'}]	1745311466	13	4	SKIN GAME	2014	2013	no genre	Male
37845	['James Patterson', 'Maxine Paetro']	2014-07-06	"set([""Women's Murder Club (Imaginary organization)"", 'Policewomen', 'California--San Francisco', 'Women serial murderers'])"	[{'gender': 'Male', 'viaf': '22272314', 'name': 'James Patterson'}, {'gender': 'Female', 'viaf': '2523665', 'name': 'Maxine Paetro'}]	1781721003	15	7	UNLUCKY 13	2014	2006	no genre	Both
37851	['Anne Rice']	2016-12-18	set(['Lestat (Vampire), 1760-', 'Spirits', 'Atlantis (Legendary place)', 'Forgotten realms (Imaginary place)', 'Spirit possession', 'Vampires'])	[{'gender': 'Female', 'viaf': '111989334', 'name': 'Anne Rice'}]	3748206342	7	1	PRINCE LESTAT AND THE REALMS OF ATLANTIS	2016	2015	no genre	Female
37896	['Karen Marie Moning']	2005-09-18	set(['Scotland', 'Immortalism', 'Americans', 'Scotland--Highlands', 'Women archaeologists', 'Time travel'])	[{'gender': 'Female', 'viaf': '3578725', 'name': 'Karen Marie Moning'}]	38118	12	1	SPELL OF THE HIGHLANDER	2005	2005	no genre	Female
37905	['Karen Robards']	2005-05-15	set(['Detective and mystery stories', 'Serial murders', 'Murder--Investigation', 'Reporters and reporting', 'Cold cases (Criminal investigation)', 'South Carolina', 'Serial murder investigation', 'South Carolina--Pawleys Island', 'Haunted houses', 'Women journalists', 'Psychics', 'Police chiefs'])	[{'gender': 'Female', 'viaf': '84513700', 'name': 'Karen Robards'}]	258026	9	1	SUPERSTITION	2005	2004	no genre	Female
37915	['Tim LaHaye', 'Greg Dinallo']	2003-11-09	"set(['Archaeologists', 'Dagan (Semitic deity)', 'Turkey--Mount Ararat', 'Biblical scholars', ""Noah's ark""])"	[{'gender': 'Male', 'viaf': '44301126', 'name': 'Tim LaHaye'}, {'gender': '', 'viaf': '74547444', 'name': 'Greg Dinallo'}]	363135	7	1	BABYLON RISING	2003	2003	no genre	Male
37918	['Stuart Woods']	2003-11-09	set(['Washington (D.C.)', 'Political fiction', 'Presidents', 'Lee, Will (Fictitious character)', 'South Carolina', 'Legislators--Crimes against'])	[{'gender': 'Male', 'viaf': '108957653', 'name': 'Stuart Woods'}]	363132	10	2	CAPITAL CRIMES	2003	2003	no genre	Male
37919	['Richard North Patterson']	2003-11-09	"set(['Washington (D.C.)', 'Firearms industry and trade', 'Firearms--Law and legislation', 'Political fiction', 'Presidents', 'Gun control', 'United States', ""Presidents' spouses""])"	[{'gender': 'Male', 'viaf': '85314580', 'name': 'Richard North Patterson'}]	683540	11	2	BALANCE OF POWER	2003	2003	no genre	Male
37930	['Lisa Scottoline']	2005-06-19	set(['Drug traffic', 'Pennsylvania--Philadelphia--West Philadelphia', 'Conspiracies', 'Women lawyers', 'Pennsylvania--Philadelphia', 'Public prosecutors', 'Adventure stories'])	[{'gender': 'Female', 'viaf': '74583551', 'name': 'Lisa Scottoline'}]	137768	9	1	DEVIL'S CORNER	2005	2002	no genre	Female
37943	['J. R. R. Tolkien. Edited by']	2009-05-24	set([])	[]		10	1	THE LEGEND OF SIGURD AND GUDRUN	2009	[]	needs label	NA
37944	['Robert B. Parker']	2009-05-24	set(['Murder', 'Temperance', 'Frontier and pioneer life', 'Ranchers', 'Cole, Virgil (Fictitious character)', 'Hitch, Everett (Fictitious character)', 'Rural clergy', 'Irish American copper miners', 'Peace officers', 'Religious leaders'])	[{'gender': 'Male', 'viaf': '101763416', 'name': 'Robert B. Parker'}]	374524400	11	1	BRIMSTONE	2009	2007	no genre	Male
37953	['Lisa Scottoline']	2008-03-16	set(['Drug dealers', 'Women lawyers', 'Pennsylvania--Philadelphia', 'Rosato & Associates (Imaginary organization)', 'Italian Americans', 'Abused women', 'Missing persons'])	[{'gender': 'Female', 'viaf': '74583551', 'name': 'Lisa Scottoline'}]	3943351777	7	2	LADY KILLER	2008	2008	no genre	Female
37954	['John Lescroart']	2008-03-16	set(['Glitsky, Abe (Fictitious character)', 'United States', 'California--San Francisco', 'Contractors', 'Iraq War (2003-2011)', 'Iraq', 'Hardy, Dismas (Fictitious character)', 'Armed Forces'])	[{'gender': 'Male', 'viaf': '64797966', 'name': 'John Lescroart'}]	796532678	8	1	BETRAYAL	2008	2007	no genre	Male
37958	['Jack Higgins']	2008-03-16	set(['Kidnapping', 'England', 'Dillon, Sean (Fictitious character)', 'Intelligence officers', 'Terrorists', 'Secret service', 'Middle East', 'Iraq'])	[{'gender': 'Male', 'viaf': '39378467', 'name': 'Jack Higgins'}]	725075375	12	3	THE KILLING GROUND	2008	2007	no genre	Male
37959	['Mary Kay Andrews']	2008-03-16	set(['Television', 'Georgia--Atlanta', 'Television cooking shows', 'Cooking', 'Women cooks', 'Television personalities'])	[{'gender': 'Female', 'viaf': '51030075', 'name': 'Mary Kay Andrews'}]	103556709	13	1	DEEP DISH	2008	2008	no genre	Female
37964	['Ted Bell']	2008-10-19	set(['Terrorism--Prevention', 'Diplomatic relations', 'Russia (Federation)', 'Hawke, Alex (Fictitious character)', 'Intelligence officers'])	[{'gender': 'Male', 'viaf': '79507918', 'name': 'Ted Bell'}]	119960010	5	2	TSAR	2008	2008	no genre	Male
37967	['Stuart Woods']	2008-10-19	set(['Rich people', 'Private investigators', 'Barrington, Stone (Fictitious character)', 'Intelligence officers', 'New England', 'Antiques', 'Amnesia'])	[{'gender': 'Male', 'viaf': '108957653', 'name': 'Stuart Woods'}]	131297038	8	2	HOT MAHOGANY	2008	2006	no genre	Male
37968	['Dennis Lehane']	2008-10-19	set(['Irish Americans', 'Police', 'Boston (Mass.). Police Department', 'Fathers and sons', 'Massachusetts', 'Massachusetts--Boston', 'Psychological fiction', 'African Americans', 'Police Strike (Boston, Massachusetts : 1919)', 'Influenza Epidemic (1918-1919)'])	[{'gender': 'Male', 'viaf': '10004693', 'name': 'Dennis Lehane'}]	140247672	9	2	THE GIVEN DAY	2008	2003	no genre	Male
37972	['Neal Stephenson']	2008-10-19	set(['Monasteries', 'Philosophy', 'Life on other planets', 'Intellectuals', 'Mathematics', 'Disasters'])	[{'gender': 'Male', 'viaf': '7524021', 'name': 'Neal Stephenson'}]	119841950	13	4	ANATHEM	2008	2008	no genre	Male
37973	['Karen Marie Moning']	2008-10-19	set(['Magic', 'Fantasy fiction', 'Fairies', 'Suspense fiction', 'Ireland', 'Americans'])	[{'gender': 'Female', 'viaf': '3578725', 'name': 'Karen Marie Moning'}]	119836967	14	3	FAEFEVER	2008	2008	suspense	Female
37981	['Robert B. Parker']	2010-05-23	set(['Cole, Virgil (Fictitious character)', 'Hitch, Everett (Fictitious character)', 'Police corruption', 'Peace officers', 'Police chiefs', 'Religious leaders'])	[{'gender': 'Male', 'viaf': '101763416', 'name': 'Robert B. Parker'}]	572496284	9	1	BLUE-EYED DEVIL	2010	2010	no genre	Male
37982	['Chuck Palahniuk']	2010-05-23	set(['California--Los Angeles--Hollywood', 'Actresses', 'California--Los Angeles', 'Murder', 'Motion picture actors and actresses', 'Celebrities--Conduct of life', 'Gossip'])	[{'gender': 'Male', 'viaf': '85311088', 'name': 'Chuck Palahniuk'}]	318525523	10	1	TELL-ALL	2010	2010	no genre	Male
37989	['Danielle Steel']	2016-11-20	set(['Man-woman relationships', 'Jews', 'France', 'Germany', 'World War (1939-1945)', 'Underground movements, War', 'German Occupation of France (1940-1945)', 'Military participation--Female'])	[{'gender': 'Female', 'viaf': '100238676', 'name': 'Danielle Steel'}]	2914908372	4	1	THE AWARD	2016	2016	no genre	Female
37991	['Kyle Mills']	2016-11-20	set(['Terrorism--Prevention', 'Rapp, Mitch (Fictitious character)', 'Intelligence officers'])	[{'gender': 'Male', 'viaf': '85311543', 'name': 'Kyle Mills'}]	3898577490	6	4	VINCE FLYNN: ORDER TO KILL	2016		no genre	Male
37992	['John Sandford']	2016-11-20	set(['Flowers, Virgil (Fictitious character)', 'Government investigators', 'Zoo animals', 'Minnesota', 'Siberian tiger'])	[{'gender': 'Male', 'viaf': '112432108', 'name': 'John Sandford'}]	2905478506	7	3	ESCAPE CLAUSE	2016	2016	no genre	Male
37996	['Karen Kingsbury']	2016-11-20	set(['Heart--Transplantation--Patients', 'Families', 'Bereavement'])	[{'gender': 'Female', 'viaf': '69207468', 'name': 'Karen Kingsbury'}]	3020051235	11	2	A BAXTER FAMILY CHRISTMAS	2016	2016	no genre	Female
37997	['Stuart Woods']	2016-11-20	set(['New York (State)--New York', 'Private investigators', 'Barrington, Stone (Fictitious character)', 'Jews--Persecutions'])	[{'gender': 'Male', 'viaf': '108957653', 'name': 'Stuart Woods'}]	3344518275	12	2	SEX,  LIES AND SERIOUS MONEY	2016	2016	no genre	Male
38008	['Elizabeth Peters']	2005-04-17	set(['Egyptologists', 'Peabody, Amelia (Fictitious character)', 'Blessing and cursing', 'Egypt', 'British', 'Excavations (Archaeology)', 'Women archaeologists', 'Egypt--Valley of the Kings'])	[{'gender': 'Female', 'viaf': '38191925', 'name': 'Elizabeth Peters'}]	186170	10	1	THE SERPENT ON THE CROWN	2005	2004	no genre	Female
38012	['Nevada Barr']	2005-04-17	set(['Women park rangers', 'Colorado--Rocky Mountain National Park', 'Pigeon, Anna (Fictitious character)', 'Colorado'])	[{'gender': 'Female', 'viaf': '17923584', 'name': 'Nevada Barr'}]	364740	14	1	HARD TRUTH	2005	2005	no genre	Female
38022	['Robert Ludlum']	2001-01-14	set(['Conspiracies', 'Serial murders', 'Intelligence officers', 'Government investigators', 'Older men', 'United States', 'Suspense fiction', 'Adventure stories', 'Switzerland', 'Americans'])	[{'gender': 'Male', 'viaf': '109373898', 'name': 'Robert Ludlum'}]	51945414	11	9	THE PROMETHEUS DECEPTION	2001	2000	suspense	Male
38024	['Robert Jordan']	2001-01-14	"set(['Magic', ""Rand al'Thor (Fictitious character)"", 'Fantasy fiction', 'Fantasy fiction, American', 'Prophecies', 'Imaginary places', 'Princesses', 'Good and evil'])"	[{'gender': 'Male', 'viaf': '79096089', 'name': 'Robert Jordan'}]	114069679	13	8	WINTER'S HEART	2001	1976	fsf	Male
38025	['Mary Higgins Clark', 'Carol Higgins Clark']	2001-01-14	set(['Ransom', 'Reilly, Regan (Fictitious character)', 'Detective and mystery stories', 'New York (State)--New York', 'Women private investigators', 'Detective and mystery stories, American', 'Meehan, Alvirah (Fictitious character)', 'Christmas stories, American', 'Kidnapping', 'Christmas stories'])	[{'gender': 'Female', 'viaf': '100252785', 'name': 'Mary Higgins Clark'}, {'gender': '', 'viaf': '76393464', 'name': 'Carol Higgins Clark'}]	2829783315	14	10	DECK THE HALLS	2001	2000	mystery	Both
38030	['Jonathan Kellerman']	2016-02-21	set(['California--Los Angeles', 'Murder', 'Police', 'Delaware, Alex (Fictitious character)', 'Sturgis, Milo (Fictitious character)', 'Psychoses--Patients', 'California', 'Psychologists', 'Psychological fiction'])	[{'gender': 'Male', 'viaf': '2559502', 'name': 'Jonathan Kellerman'}]	2561951817	6	1	BREAKDOWN	2016	2016	no genre	Male
38032	['Danielle Steel']	2016-02-21	set(['Homeless children', 'Life change events', 'Children--Death', 'Grief', 'Man-woman relationships', 'Human rights workers', 'Traffic accident victims', 'Widows', 'Child sexual abuse by clergy'])	[{'gender': 'Female', 'viaf': '100238676', 'name': 'Danielle Steel'}]	2611688217	8	3	BLUE	2016	2016	no genre	Female
38034	['Alan Dean Foster']	2016-02-21	set(['Space warfare', 'Star Wars, episode VII, the force awakens (Motion picture)', 'Solo, Han (Fictitious character)', 'Star Wars fiction', 'Skywalker, Luke (Fictitious character)', 'Science fiction', 'Life on other planets', 'Organa, Leia (Fictitious character)', 'Good and evil'])	[{'gender': 'Male', 'viaf': '64209108', 'name': 'Alan Dean Foster'}]	2789506972	10	5	THE FORCE AWAKENS	2016	2015	no genre	Male
38037	['Brandon Sanderson']	2016-02-21	set(['Magic', 'Secret societies', 'Magic paraphernalia', 'Antiquities', 'Imaginary places'])	[{'gender': 'Male', 'viaf': '50418535', 'name': 'Brandon Sanderson'}]	2891682992	13	2	THE BANDS OF MOURNING	2016	2016	no genre	Male
38045	['Jimmy Buffett']	2008-06-08	set(['New York (State)--New York--Manhattan', 'Domestic fiction', 'New York (State)--New York', 'Swine'])	[{'gender': 'Male', 'viaf': '10037092', 'name': 'Jimmy Buffett'}]	793893779	8	2	SWINE NOT?	2008	2008	no genre	Male
38048	['Troy Denning']	2008-06-08	set(['Solo, Jacen (Fictitious character)', 'Skywalker, Luke (Fictitious character)'])	[{'gender': 'Male', 'viaf': '265475481', 'name': 'Troy Denning'}]	131351595	11	2	INVINCIBLE	2008	2008	no genre	Male
38049	['James Frey']	2008-06-08	set(['California--Los Angeles', 'Mexican American women', 'Young adults', 'Homeless persons', 'Motion picture actors and actresses', 'City and town life'])	[{'gender': 'Male', 'viaf': '85723317', 'name': 'James Frey'}]	115666132	12	2	BRIGHT SHINY MORNING	2008	2008	no genre	Male
38052	['Jeff Shaara']	2008-06-08	set(['France--Normandy', 'Eisenhower, Dwight D. (Dwight David), 1890-1969', 'Military campaigns', 'World War (1939-1945)'])	[{'gender': 'Male', 'viaf': '92752529', 'name': 'Jeff Shaara'}]	196773419	15	2	THE STEEL WAVE	2008	2006	no genre	Male
38060	['Laurell K. Hamilton']	2007-11-18	set(['Paranormal fiction', 'Fairies', 'Gentry, Meredith (Fictitious character)', 'Women private investigators'])	[{'gender': 'Female', 'viaf': '39520379', 'name': 'Laurell K. Hamilton'}]	103618008	9	2	A LICK OF FROST	2007	2007	no genre	Female
38062	['Robert B. Parker']	2007-11-18	set([])	[{'gender': 'Male', 'viaf': '101763416', 'name': 'Robert B. Parker'}]	3768482882	11	2	NOW AND THEN	2007	2007	needs label	Male
38064	['Kathleen E. Woodiwiss']	2007-11-18	set(['England', 'Stepfathers', 'Arranged marriage', 'England--London', 'Romance fiction', 'Forced marriage', 'Young women', 'Manners and customs', 'Debt', 'Nobility'])	[{'gender': 'Female', 'viaf': '22150341', 'name': 'Kathleen E. Woodiwiss'}]	103617466	13	1	EVERLASTING	2007	2007	no genre	Female
38065	['Suzanne Brockmann']	2007-11-18	set(['Stalkers', 'Gay men', 'Employees', 'Weddings', 'MP3 (Audio coding standard)', 'Christmas stories', 'United States. Federal Bureau of Investigation', 'Interpersonal relations', 'Marriage', 'Massachusetts--Boston', 'Male actors', 'Christmas'])	[{'gender': 'Female', 'viaf': '47587078', 'name': 'Suzanne Brockmann'}]	793879587	14	1	ALL THROUGH THE NIGHT	2007	2007	no genre	Female
38067	['Terry Brooks']	2011-09-11	set(['Shannara (Imaginary place)', 'Magic'])	[{'gender': 'Male', 'viaf': '73911214', 'name': 'Terry Brooks'}]	999442671	3	1	THE MEASURE OF THE MAGIC	2011	2007	no genre	Male
38068	['Terry Goodkind']	2011-09-11	set(['Fantasy fiction', 'Wizards', 'Omens', 'Amnell, Kahlan (Fictitious character)', 'Rahl, Richard (Fictitious character)', 'Catastrophical, The--Forecasting'])	[{'gender': 'Male', 'viaf': '67399498', 'name': 'Terry Goodkind'}]	651616960	4	2	THE OMEN MACHINE	2011	2011	no genre	Male
38088	['Chris Bohjalian']	2013-07-28	set(['Italy', 'Italy--Florence', 'Murder--Investigation', 'Policewomen', 'Murderers', 'Nobility'])	[{'gender': 'Male', 'viaf': '47594445', 'name': 'Chris Bohjalian'}]	1364119482	11	1	THE LIGHT IN THE RUINS	2013	2013	no genre	Male
38103	['Andrew Davidson']	2008-08-24	set(['Burns and scalds--Patients', 'Psychological fiction', 'Reincarnation', 'Stone carvers', 'Dante Alighieri, 1265-1321', 'Hospital wards', 'Sculptors', 'Traffic accident victims', 'Burns and scalds'])	[{'gender': 'Male', 'viaf': '102288302', 'name': 'Andrew Davidson'}]	113692414	14	1	THE GARGOYLE	2008	2008	no genre	Male
38114	['Stuart Woods']	2000-12-03	set(['New York (State)--New York', 'Private investigators', 'Detective and mystery stories', 'Barrington, Stone (Fictitious character)', 'Murder--Investigation', 'California--Los Angeles', 'Legal stories', 'Italy--Venice'])	[{'gender': 'Male', 'viaf': '108957653', 'name': 'Stuart Woods'}]	19546809	12	2	L.A. DEAD	2000	2000	mystery	Male
38128	['Jude Deveraux']	2000-10-29	set(['Romance fiction', 'Scotland', 'Americans', 'Historical fiction', 'Housekeepers', 'Young women'])	[{'gender': 'Female', 'viaf': '120685207', 'name': 'Jude Deveraux'}]	47860	13	2	TEMPTATION	2000	1997	historical	Female
38129	['Robert B. Parker']	2000-10-29	set(['Mystery', 'Private investigators', 'Detective and mystery stories', 'Stalkers', 'Women private investigators', 'Randall, Sunny (Fictitious character)', 'Massachusetts--Boston', 'Sisters'])	[{'gender': 'Male', 'viaf': '101763416', 'name': 'Robert B. Parker'}]	374393157	14	2	PERISH TWICE	2000		no genre	Male
38140	['David Weber']	2000-03-19	set(['Women soldiers', 'Harrington, Honor (Fictitious character)', 'Space warfare'])	[{'gender': 'Male', 'viaf': '171240', 'name': 'David Weber'}]	2680063	12	1	ASHES OF VICTORY	2000	1997	no genre	Male
38151	['Lisa Gardner']	2009-07-05	set(['Missing persons--Investigation', 'Police', 'Witnesses', 'Suspense fiction', 'Massachusetts', 'Massachusetts--Boston', 'Missing persons'])	[{'gender': 'Female', 'viaf': '46905313', 'name': 'Lisa Gardner'}]	190436901	9	1	THE NEIGHBOR	2009	2009	no genre	Female
38156	['Jane Green']	2009-07-05	set(['Single mothers', 'Divorced women', 'Novelists', 'Connecticut', 'Secrecy'])	[{'gender': '', 'viaf': '44467898', 'name': 'Jane Green'}]	190785274	14	1	DUNE ROAD	2009	2008	no genre	
38168	['Jeffery Deaver']	2000-07-02	set(['New York (State)--New York', 'Rhyme, Lincoln (Fictitious character)', 'Psychopaths', 'North Carolina', 'Forensic pathologists', 'Quadriplegics', 'Police', 'Forensic scientists'])	[{'gender': 'Male', 'viaf': '98682359', 'name': 'Jeffery Deaver'}]	9886075	13	6	THE EMPTY CHAIR	2000	2000	no genre	Male
38169	"[""Louis L'Amour""]"	2000-07-02	set(['War stories, American', 'Adventure stories, American'])	"[{'gender': 'Male', 'viaf': '121561792', 'name': ""Louis L'Amour""}]"	57740391	14	1	OFF THE MANGROVE COAST	2000	1971	war	Male
38170	['John Jakes']	2000-07-02	set(['United States', 'Secret service', 'American Civil War (1861-1865)'])	[{'gender': 'Male', 'viaf': '99848788', 'name': 'John Jakes'}]	196804721	15	1	ON SECRET SERVICE	2000	2000	no genre	Male
38180	['Michael Cunningham']	2005-06-26	set(['Poets', 'New York (State)--New York', 'African American women', 'Terrorists', 'Women psychologists', 'Industrial revolution', 'Androids', 'Boys', 'Machinery', 'Ireland', 'Domestic fiction'])	[{'gender': 'Male', 'viaf': '85321355', 'name': 'Michael Cunningham'}]	8220	11	1	SPECIMEN DAYS	2005	2005	no genre	Male
38193	['Daniel Silva']	2001-01-28	set(['Art restorers', 'Israel', 'Allon, Gabriel (Fictitious character)', 'Political fiction', 'Terrorism--Prevention', 'Secret service', 'Suspense fiction', 'Middle East', 'Terrorism'])	[{'gender': 'Male', 'viaf': '101089301', 'name': 'Daniel Silva'}]	141029349	12	1	THE KILL ARTIST	2001	1998	suspense	Male
38200	['Linda Howard']	2009-07-26	set(['Rich people', 'Wealth', 'Ocean travel', 'Lottery winners', 'Cruise ships', 'MP3 (Audio coding standard)', 'Hostages'])	[{'gender': 'Female', 'viaf': '5051471', 'name': 'Linda Howard'}]	195937459	6	1	BURN	2009	2009	no genre	Female
38205	['David Weber']	2009-07-26	set(['Religion and state', 'Religion', 'Religions', 'Fantasy fiction, American', 'Androids', 'MP3 (Audio coding standard)', 'Space warfare', 'Science fiction', 'Secrecy', 'Heresy', 'Human beings', 'Space colonies'])	[{'gender': 'Male', 'viaf': '171240', 'name': 'David Weber'}]	172190903	11	1	BY HERESIES DISTRESSED	2009	2009	fsf	Male
38218	['Michael Brandman']	2011-10-09	set(['Stone, Jesse (Fictitious character)', 'Police', 'Murder--Investigation', 'Detective and mystery stories', 'Murder', 'Massachusetts', 'Police chiefs', 'City and town life'])	[{'gender': 'Male', 'viaf': '71684990', 'name': 'Michael Brandman'}]	796712088	11	2	ROBERT B. PARKER'S KILLING THE BLUES	2011	2011	no genre	Male
38219	['Michael Savage']	2011-10-09	set(['Reporters and reporting', 'Terrorism--Prevention', 'International relations'])	[{'gender': 'Male', 'viaf': '70755085', 'name': 'Michael Savage'}]	902882385	12	2	ABUSE OF POWER	2011	2011	no genre	Male
38220	['Jackie Collins']	2011-10-09	set(['Romance fiction', 'Santangelo, Lucky (Fictitious character)', 'Mother and child', 'Businesswomen', 'Nevada--Las Vegas', 'Hotels'])	[{'gender': 'Female', 'viaf': '100253982', 'name': 'Jackie Collins'}]	770572707	13	2	GODDESS OF VENGEANCE	2011	2011	no genre	Female
38224	['Grant Blackwood']	2016-07-03	set(['United States', 'Terrorism--Prevention', 'Ryan, Jack, Jr. (Fictitious character)', 'Terrorism', 'Intelligence officers'])	[{'gender': 'Male', 'viaf': '51048952', 'name': 'Grant Blackwood'}]	2818699967	4	1	TOM CLANCY: DUTY AND HONOR	2016	2014	no genre	Male
38230	['Clive Cussler', 'Boyd Morrison']	2016-07-03	set(['Hackers', 'Financial crises', 'Bank robberies', 'Cabrillo, Juan (Fictitious character)', 'Antiquities'])	[{'gender': 'Male', 'viaf': '56608054', 'name': 'Clive Cussler'}, {'gender': 'Male', 'viaf': '101381882', 'name': 'Boyd Morrison'}]	3823944844	10	3	THE EMPEROR'S REVENGE	2016	2016	no genre	Male
38231	['Annie Proulx']	2016-07-03	set(['Canada', 'Families', 'North America', 'Indentured servants', 'Lumber trade', 'Micmac Indians'])	[{'gender': 'Female', 'viaf': '113957087', 'name': 'Annie Proulx'}]	2588693010	11	1	BARKSKINS	2016	2016	no genre	Female
38232	['Brad Meltzer', 'Tod Goldberg']	2016-07-03	set(['Murder--Investigation', 'Conspiracy theories', 'Fathers and daughters', 'Television personalities', 'Traffic accident victims', 'Short stories', 'Memory disorders'])	[{'gender': 'Male', 'viaf': '71553587', 'name': 'Brad Meltzer'}, {'gender': 'Male', 'viaf': '48776946', 'name': 'Tod Goldberg'}]	2758861152	12	2	THE HOUSE OF SECRETS	2016	2016	no genre	Male
38239	['Johanna Lindsey']	2006-07-09	set(['Fathers and daughters', 'Malory family (Fictitious characters)', 'Romance fiction', 'Pirates', 'Aristocracy (Social class)', 'England--London', 'England', 'Man-woman relationships', 'West Indies', 'Young women'])	[{'gender': 'Female', 'viaf': '28600', 'name': 'Johanna Lindsey'}]	51760741	6	1	CAPTIVE OF MY DESIRES	2006	2003	no genre	Female
38241	['Tim LaHaye', 'Jerry B. Jenkins']	2006-07-09	set(['Steele, Rayford (Fictitious character)', 'Tribulation (Christian eschatology)', 'Second Advent', 'Rapture (Christian eschatology)', 'Eschatology--Biblical teaching'])	[{'gender': 'Male', 'viaf': '44301126', 'name': 'Tim LaHaye'}, {'gender': 'Male', 'viaf': '61669297', 'name': 'Jerry B. Jenkins'}]	695151417	8	3	THE RAPTURE	2006	2004	no genre	Male
38243	['W.E.B. Griffin', 'William E. Butterworth IV']	2006-07-09	set(['United States', 'War stories', 'Secret service', 'World War (1939-1945)', 'United States. Office of Strategic Services'])	[{'gender': 'Male', 'viaf': '305233686', 'name': 'W.E.B. Griffin'}, {'gender': 'Male', 'viaf': '23613502', 'name': 'William E. Butterworth IV'}]	48535066	10	3	THE SABOTEURS	2006	1984	no genre	Male
38269	['Philippa Gregory']	2013-08-11	set(['Elizabeth, Queen, consort of Edward IV, King of England, 1437?-1492', 'Richard III, King of England, 1452-1485', 'Elizabeth, Queen, consort of Henry VII, King of England, 1465-1503', 'Henry VII, King of England, 1457-1509', 'Great Britain', 'Royal houses', 'Wars of the Roses (Great Britain : 1455-1485)', 'Queens'])	[{'gender': 'Female', 'viaf': '19698456', 'name': 'Philippa Gregory'}]	1408179515	10	1	THE WHITE PRINCESS	2013	2001	no genre	Female
